YEAR,MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,RSHIP,SEX,BYEAR,BMONTH,AGE,ETH,REL,MARITAL,EDU,DEGREE,CUEDU,SIN,TAMIL,ENG,P15,P16,P17,P18,P19,P20,P21,Q2,Q3,Q4,Q5,Q6_A,Q6_B_1,Q6_B_2,Q6_B_3,Q7,Q8,Q8A,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_A,Q40_B,Q41,Q42,Q43,Q44,Q45,Q45A,Q45_A_1,Q45_A_2,Q45_A_3,Q45_B_1,Q45_B_2,Q45_B_3,Q45_B_4,Q45_C_1,Q46,Q46A,Q46_A_1,Q46_A_2,Q46_A_3,Q46_B_1,Q46_B_2,Q46_B_3,Q46_B_4,Q46_C_1,Q47,Q48,Q49_1,Q49_2,Q49_3,Q50,Q51,Q52,Q53,Q54,Q55_A,Q55_B_1,Q55_B_2,Q55_B_3,Q56,Q57,Q58,Q59,Q60A,Q60B,Q61,Q62,Q63_A_22,Q63_A_3,Q63_A_42,Q63_A_5,Q63_B_22,Q63_B_3,Q63_B_42,Q63_B_5,Q64,Annual_Factor
2023,8,2,41,45,1,1,1,1,1,1953,12,69,2,2,2,5, ,5,2,1,2,1,1,2,1,1,1,2,1,1, , , , , , ,6111,1132,41,3, , , , , ,2,3,7,2,1,42,14,7,2, , , , , , , , , , , , , , , ,42,14, , , , ,2, , , , , , , , ,20000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,987.3412556
2023,8,2,41,45,1,1,2,2,2,1955,4,68,2,2,2,10, ,5,2,1,2,4,4,3,4,4,4,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,4, , , , , , , , , , , , , ,2, , , , , , , , ,2,987.3412556
2023,8,2,41,45,5,1,1,1,1,1966,10,56,2,2,2,10, ,5,2,1,2,1,1,3,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,4, , , , , , , , , , , , , ,2, , , , , , , , ,2,987.3412556
2023,8,2,41,45,5,1,2,2,2,1974,1,49,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,2,987.3412556
2023,8,2,41,45,5,1,3,3,1,1995,2,28,2,2,1,10, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,9313,43306,41,1,2,2,2,2,3,2,4,2,2,1,48,24,3,2, , , , , , , , , , , , , , , ,48,24, , , , ,1,2, , , ,2000,10, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,5,1,4,3,2,2002,1,21,2,2,1,13, ,3,2,1,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,1,987.3412556
2023,8,2,41,45,5,1,5,3,1,2008,4,15,2,2,1,9, ,1,2,1,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,7,987.3412556
2023,8,2,41,45,5,1,6,3,2,1997,1,26,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,5,1,7,5,1,1995,12,27,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,9313,43306,41,1,2,2,2,2,3,2,4,2,2,1,48,12,5,2, , , , , , , , , , , , , , , ,48,12, , , , ,1,2, , , ,2000,10, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,5,1,8,5,1,2021,8,2,2,2,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,987.3412556
2023,8,2,41,45,5,1,9,4,1,1944,7,79,2,2,3,8, ,5,2,1,2,1,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,987.3412556
2023,8,2,41,45,9,1,1,1,2,1960,6,63,2,2,3,5, ,5,2,1,2,2,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,2,987.3412556
2023,8,2,41,45,9,1,2,3,2,1999,11,23,2,2,1,13, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,4, ,1, ,2,1, , , , ,4110,50000,2,2, , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,9,1,3,3,1,2001,10,21,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,9313,41003,41,1,2,2,2,2,3,2,4,2,2,1,48,12,2,2, , , , , , , , , , , , , , , ,48,12, , , , ,1,2, , , ,2800,8, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,9,1,4,5,2,2001,3,22,2,2,2,13, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,4,987.3412556
2023,8,2,41,45,9,1,5,5,2,2023,1,0,2,2,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,987.3412556
2023,8,1,41,46,2,1,1,1,2,1972,11,50,2,2,5,10, ,5,2,1,2,1,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , ,3,1, ,1, ,1,1,3, ,7514,30000,2,1,7514,56299,3,2, , , , , , , , ,2,1354.819703
2023,8,1,41,46,2,1,2,3,2,1997,1,26,2,2,5,11, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , ,5,1, ,3, , , , , , ,30000,2,1,7514,56299,4,2, , , , , , , , ,5,1354.819703
2023,8,1,41,46,7,1,1,1,1,1955,2,68,2,2,2,13, ,5,2,1,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,1,248,2,32,18, , , , , ,1354.819703
2023,8,1,41,46,7,1,2,2,2,1964,9,58,2,2,2,13, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1354.819703
2023,8,2,41,47,3,1,1,1,1,1950,9,72,2,2,2,5, ,5,2,1,2,1,1,2,1,2,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1014.802554
2023,8,2,41,47,3,1,2,2,2,1950,7,73,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1014.802554
2023,8,2,41,47,7,1,1,1,1,1981,4,42,2,2,2,10, ,5,2,1,2,1,1,1,1,2,1,2,1,1, , , , , , ,2636,94914,41,1,1,2,2,2,3,2,3,2,9,2,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,1,1,32000,0,2500, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1014.802554
2023,8,2,41,47,7,1,2,2,2,1990,7,33,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1014.802554
2023,8,2,41,47,7,1,3,3,2,2014,4,9,2,2,1,3, ,1, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1014.802554
2023,8,2,41,47,7,1,4,3,1,2016,10,6,2,2,1,1, ,1, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1014.802554
2023,8,1,41,48,1,1,1,1,1,1965,3,58,2,4,2,5, ,5,2,2,2,1,2,1,1,1,1,2,1,1, , , , , , ,7234,95291,41,3, , , , , ,1,3,7,2,1,50,50, ,2, , , , , , , , , , , , , , , ,50,50, , , , ,2, , , , , , , , ,18000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,8,1,41,48,1,1,2,2,2,1963,4,60,2,4,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,8,1,41,48,1,1,3,3,1,1996,10,26,2,4,1,11, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,5223,45402,41,1,2,2,2,2,3,1,4,1,3,1,60,60, ,2, , , , , , , , , , , , , , , ,60,60, , , , ,1,1,30000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,3,1355.926582
2023,8,1,41,48,1,1,4,3,1,2006,6,17,2,4,1,11, ,1,2,1,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1355.926582
2023,8,1,41,48,5,1,1,1,1,1945,7,78,2,2,2,5, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,7111,41003,41,2, , , , , ,2,2,2,3,1,60,60, ,2, , , , , , , , , , , , , , , ,60,60, , , , ,2, , , , , , , , ,30000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,8,1,41,48,5,1,2,2,2,1946,8,77,2,2,2,5, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,8,1,41,48,5,1,3,5,1,1991,3,32,2,2,2,15,4,5,2,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,3353,84120,41,1,1,1,1,1,1, , , , , ,40,40, ,2, , , , , , , , , , , , , , , ,40,40, , , , ,1,1,52000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1355.926582
2023,8,1,41,48,5,1,4,5,2,1993,4,30,2,2,2,16,15,5,2,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,3313,64192,41,1,1,1,1,1,1, , , , , ,60,60, ,2, , , , , , , , , , , , , , , ,60,60, , , , ,1,1,75000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,1355.926582
2023,8,1,41,48,9,1,1,1,2,1934,1,89,2,2,3,11, ,5,2,2,2,1,2,2,1,2,2,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,9,2,41,49,1,1,1,1,1,1973,8,50,2,2,2,13, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,7231,49211,41,1,1,1,1,1,2, , , , , ,45,45, ,2, , , , , , , , , , , , , , , ,45,45, , , , ,1,1,36500,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,8,1257.894445
2023,9,2,41,49,1,1,2,2,2,1977,8,46,2,2,2,13, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1257.894445
2023,9,2,41,49,1,1,3,3,2,2009,7,14,2,2,1,8, ,1,2,1,2,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1257.894445
2023,9,2,41,49,5,1,1,1,1,1966,11,56,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,7412,45202,41,1,2,2,2,2,3,2,2,1,2,1,55,25,3,2, , , , , , , , , , , , , , , ,55,25, , , , ,1,2, , , ,2500,8, ,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1257.894445
2023,9,2,41,49,5,1,2,2,2,1968,1,55,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,1,2,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1257.894445
2023,9,2,41,49,5,1,3,3,2,2006,8,17,2,2,1,10, ,1,2,1,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,1257.894445
2023,9,2,41,49,9,1,1,1,2,1949,3,74,2,2,3,10, ,5,2,1,2,2,2,2,1,2,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1257.894445
2023,9,2,41,50,3,1,1,1,1,1953,11,69,2,4,2,10, ,5,1,1,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,3,1,2,2,2,1961,11,61,2,2,2,13, ,5,1,1,1,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,3,1,3,3,1,1997,2,26,2,4,1,13, ,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,3313,64192,41,1,1,1,1,1,2, , , , , ,52,52, ,2, , , , , , , , , , , , , , , ,52,52, , , , ,1,1,68000,20000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,7,1,1,1,2,1953,3,70,2,4,3,9, ,5,1,1,1,1,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,7,1,2,3,2,1994,7,29,2,4,1,15,1,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,2341,85102,41,1,2,1,1,1,1, , , , , ,36,36, ,2, , , , , , , , , , , , , , , ,36,36, , , , ,1,1,28500,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,7,1,3,3,2,1989,3,34,2,4,2,15,1,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,2330,85211,41,1,1,1,1,1,1, , , , , ,36,36, ,2, , , , , , , , , , , , , , , ,36,36, , , , ,1,1,39500,39500,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1196.819318
2023,9,2,41,50,7,1,4,5,1,2023,3,0,2,4,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1196.819318
2023,9,2,41,51,1,1,1,1,1,1981,11,41,2,2,2,15,1,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,3313,84110,41,1,1,1,1,1,1, , , , , ,45,45, ,2, , , , , , , , , , , , , , , ,45,45, , , , ,1,1,32380,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,698.6555394
2023,9,2,41,51,1,1,2,2,2,1983,10,39,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,698.6555394
2023,9,2,41,51,1,1,3,3,2,2008,6,15,2,2,1,10, ,1,1,1,1,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,698.6555394
2023,9,2,41,51,1,1,4,3,1,2019,9,4,2,2,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,698.6555394
2023,9,2,41,51,5,1,1,1,2,1971,10,51,2,2,5,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,698.6555394
2023,9,2,41,51,5,1,2,3,2,1993,3,30,2,2,2,15,9,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,2310,85301,41,1,1,1,1,1,1, , , , , ,48,48, ,2, , , , , , , , , , , , , , , ,48,48, , , , ,1,1,75000,10000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,698.6555394
2023,9,2,41,51,5,1,3,5,1,1986,9,37,2,2,2,15,12,5,1,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,2151,84130,41,1,1,1,1,1,1, , , , , ,45,45, ,2, , , , , , , , , , , , , , , ,45,45, , , , ,1,1,70000,15000,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,1,698.6555394
2023,9,2,41,51,5,1,4,5,1,2021,5,2,2,2,1, , , , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,698.6555394
2023,9,2,41,51,9,1,1,1,1,1962,5,61,2,2,2,12, ,5,2,1,1,1,1,1,1,1,1,2,1,1, , , , , , ,6111,1135,41,3, , , , , ,2,3,7,2,1,40,40, ,2, , , , , , , , , , , , , , , ,40,40, , , , ,2, , , , , , , , ,25000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,698.6555394
2023,9,2,41,51,9,1,2,2,2,1961,3,62,9,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,698.6555394
2023,9,2,41,52,3,1,1,1,2,1952,3,71,2,2,3,3, ,5,2,1,2,2,2,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1039.859407
2023,9,2,41,52,3,1,2,5,2,1947,3,76,2,2,3,5, ,5,2,1,2,2,2,3,2,2,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1039.859407
2023,9,2,41,52,7,1,1,1,2,1967,1,56,2,2,3,7, ,5,2,2,2,2,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , ,2, , , , , , , , ,7,1039.859407
2023,9,1,41,53,3,1,1,1,1,1943,9,80,2,2,2,11, ,5,2,1,1,1,1,2,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,9,1,41,53,3,1,2,2,2,1951,12,71,2,2,2,9, ,5,2,1,2,1,3,3,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,9,1,41,53,3,1,3,3,1,1980,5,43,2,2,1,11, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,5230,49211,41,1,1,1,1,1,1, , , , , ,55,55, ,2, , , , , , , , , , , , , , , ,55,55, , , , ,1,1,40000,0,0, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,9,1,41,53,7,1,1,1,2,1951,11,71,2,2,3,5, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,1355.926582
2023,9,2,41,54,1,1,1,1,1,1974,12,48,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,1,3, , , , , , ,6121,1413,41,3, , , , , ,2,3,7,2,1,35,35, ,1,6113,1120,3, , , , , ,2,3,7,2,1,30,5,65,40, , , , ,2, , , , , , , , ,35000,2, , , , , , , , ,26000, , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,876.7442063
2023,9,2,41,54,1,1,2,2,2,1969,8,54,2,2,2,10, ,5,2,1,2,1,1,1,1,1,1,2,1,1, , , , , , ,6122,1461,41,3, , , , , ,2,3,7,2,1,30,30, ,2, , , , , , , , , , , , , , , ,30, ,2, , , ,2, , , , , , , , ,12000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,876.7442063
2023,9,2,41,54,1,1,3,3,2,2002,3,21,2,2,1,13, ,5,2,1,2,1,1,1,1,1,1,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,9, , , , , , , , , , , , , ,2, , , , , , , , ,7,876.7442063
2023,9,2,41,54,1,1,4,3,2,2005,12,17,2,2,1,10, ,1,2,1,2,1,1,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , ,2, , , , , , , , ,6,876.7442063
2023,9,2,41,54,1,1,5,4,2,1948,10,74,2,2,3,4, ,5,2,2,2,2,2,1,1,1,2,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , , , , , , , , , , ,2, , , , , , , , ,7,876.7442063
2023,9,2,41,54,5,1,1,1,1,1966,3,57,2,2,2,12, ,5,2,1,2,1,1,1,1,1,1,2,1,3, , , , , , ,6111,1152,41,3, , , , , ,2,3,7,2,1,40,15,1,1,6121,1441,3, , , , , ,2,3,7,2,1,25,25,65,40, , , , ,2, , , , , , , , ,42000,2, , , , , , , , ,1500, , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,7,876.7442063
